imdbID,imdbRating,data_created_time,data_updateded_time
tt0116558,7.8,2025-02-21,2025-02-21
tt10415576,5.7,2025-02-21,2025-02-21
tt0292066,7.2,2025-02-21,2025-02-21
tt13364790,6.9,2025-02-21,2025-02-21
tt8499638,6.6,2025-02-21,2025-02-21
tt11090178,6.2,2025-02-21,2025-02-21
tt10670442,6.6,2025-02-21,2025-02-21
tt14509614,5.6,2025-02-21,2025-02-21
tt8747304,6.2,2025-02-21,2025-02-21
tt16254308,6.1,2025-02-21,2025-02-21
tt17005404,4.8,2025-02-21,2025-02-21
tt10189300,7.5,2025-02-21,2025-02-21
tt8020896,7.8,2025-02-21,2025-02-21
tt6419442,5.9,2025-02-21,2025-02-21
tt18550182,7.2,2025-02-21,2025-02-21
tt6751668,8.5,2025-02-21,2025-02-21
tt21364552,6.6,2025-02-21,2025-02-21
tt13086266,6.6,2025-02-21,2025-02-21
tt17494686,6.1,2025-02-21,2025-02-21
tt22191360,N/A,2025-02-21,2025-02-21
tt22505124,4.7,2025-02-21,2025-02-21
tt27534328,6.8,2025-02-21,2025-02-21
tt12477480,7.3,2025-02-21,2025-02-21
tt27688034,5.8,2025-02-21,2025-02-21
tt21111120,6.0,2025-02-21,2025-02-21
tt22507524,7.6,2025-02-21,2025-02-21
tt27795356,6.6,2025-02-21,2025-02-21
tt28230511,8.2,2025-02-21,2025-02-21
tt22507484,6.4,2025-02-21,2025-02-21
tt13086130,7.4,2025-02-21,2025-02-21
tt29031019,6.8,2025-02-21,2025-02-21
tt26679073,5.0,2025-02-21,2025-02-21
tt23871504,6.7,2025-02-21,2025-02-21
tt28995831,4.9,2025-02-21,2025-02-21
tt11692284,7.0,2025-02-21,2025-02-21
tt27502351,6.0,2025-02-21,2025-02-21
tt29005755,5.9,2025-02-21,2025-02-21
tt23157348,N/A,2025-02-21,2025-02-21
tt28106766,6.2,2025-02-21,2025-02-21
tt29259250,5.8,2025-02-21,2025-02-21
tt29031126,5.8,2025-02-21,2025-02-21
tt21387514,5.8,2025-02-21,2025-02-21
tt22872370,6.8,2025-02-21,2025-02-21
tt20039176,5.1,2025-02-21,2025-02-21
tt23746764,6.2,2025-02-21,2025-02-21
tt22298582,N/A,2025-02-21,2025-02-21
tt24670346,5.7,2025-02-21,2025-02-21
tt8209702,6.6,2025-02-21,2025-02-21
tt25503544,6.2,2025-02-21,2025-02-21
tt27002199,6.9,2025-02-21,2025-02-21
tt27801630,5.8,2025-02-21,2025-02-21
tt26599543,5.0,2025-02-21,2025-02-21
tt24218390,6.7,2025-02-21,2025-02-21
tt15089904,6.3,2025-02-21,2025-02-21
tt21254598,6.6,2025-02-21,2025-02-21
tt24076346,6.7,2025-02-21,2025-02-21
tt0247613,7.6,2025-02-21,2025-02-21
tt0364569,8.3,2025-02-21,2025-02-21
tt28681454,N/A,2025-02-21,2025-02-21
tt28625660,6.4,2025-02-21,2025-02-21
tt5213138,6.8,2025-02-21,2025-02-21
tt0451094,7.5,2025-02-21,2025-02-21
tt17491616,6.8,2025-02-21,2025-02-21
tt19820538,7.2,2025-02-21,2025-02-21
tt1216496,7.7,2025-02-21,2025-02-21
tt10925772,7.8,2025-02-21,2025-02-21
tt0310775,7.5,2025-02-21,2025-02-21
tt14739128,7.5,2025-02-21,2025-02-21
tt27410896,8.4,2025-02-21,2025-02-21
tt0348568,7.7,2025-02-21,2025-02-21
tt21190408,N/A,2025-02-21,2025-02-21
tt26425683,8.4,2025-02-21,2025-02-21
tt15209608,N/A,2025-02-21,2025-02-21
tt21404804,N/A,2025-02-21,2025-02-21
tt2625030,7.5,2025-02-21,2025-02-21
tt3404140,7.7,2025-02-21,2025-02-21
tt14428606,7.1,2025-02-21,2025-02-21
tt26448971,6.4,2025-02-21,2025-02-21
tt17146978,6.8,2025-02-21,2025-02-21
tt1848926,7.5,2025-02-21,2025-02-21
tt22774776,N/A,2025-02-21,2025-02-21
tt2659414,8.1,2025-02-21,2025-02-21
tt2315152,7.2,2025-02-21,2025-02-21
tt21810682,5.9,2025-02-21,2025-02-21
tt18235146,5.9,2025-02-21,2025-02-21
tt14838460,5.3,2025-02-21,2025-02-21
tt17679584,7.5,2025-02-21,2025-02-21
tt0405094,8.4,2025-02-21,2025-02-21
tt5790684,6.0,2025-02-21,2025-02-21
tt14321668,7.2,2025-02-21,2025-02-21
tt0130827,7.6,2025-02-21,2025-02-21
tt17154094,5.7,2025-02-21,2025-02-21
tt12058584,6.8,2025-02-21,2025-02-21
tt27503384,7.9,2025-02-21,2025-02-21
tt11155784,N/A,2025-02-21,2025-02-21
tt15536668,6.8,2025-02-21,2025-02-21
tt9256012,N/A,2025-02-21,2025-02-21
tt0083946,8.0,2025-02-21,2025-02-21
tt22059648,7.6,2025-02-21,2025-02-21
tt16611924,7.1,2025-02-21,2025-02-21
tt19363554,4.0,2025-02-21,2025-02-21
tt3031654,8.2,2025-02-21,2025-02-21
tt0110877,7.8,2025-02-21,2025-02-21
tt14641542,7.7,2025-02-21,2025-02-21
tt11877386,6.5,2025-02-21,2025-02-21
tt15823126,5.5,2025-02-21,2025-02-21
tt12989910,N/A,2025-02-21,2025-02-21
tt10400026,6.9,2025-02-21,2025-02-21
tt11773446,5.4,2025-02-21,2025-02-21
tt13893190,3.3,2025-02-21,2025-02-21
tt14508984,N/A,2025-02-21,2025-02-21
tt15452062,7.0,2025-02-21,2025-02-21
tt24017902,4.7,2025-02-21,2025-02-21
tt20782072,4.8,2025-02-21,2025-02-21
tt15239466,6.9,2025-02-21,2025-02-21
tt9822706,6.8,2025-02-21,2025-02-21
tt16715436,5.4,2025-02-21,2025-02-21
tt11212572,5.8,2025-02-21,2025-02-21
tt15109082,7.7,2025-02-21,2025-02-21
tt11992694,6.5,2025-02-21,2025-02-21
tt15157318,6.0,2025-02-21,2025-02-21
tt26473516,5.4,2025-02-21,2025-02-21
tt23747380,5.2,2025-02-21,2025-02-21
tt22489308,N/A,2025-02-21,2025-02-21
tt14412446,6.0,2025-02-21,2025-02-21
tt9663168,4.5,2025-02-21,2025-02-21
tt13875550,N/A,2025-02-21,2025-02-21
tt21111352,N/A,2025-02-21,2025-02-21
tt27445004,7.2,2025-02-21,2025-02-21
tt13212046,6.7,2025-02-21,2025-02-21
tt28449053,6.7,2025-02-21,2025-02-21
tt22205036,5.3,2025-02-21,2025-02-21
tt10803634,6.0,2025-02-21,2025-02-21
tt16315948,6.9,2025-02-21,2025-02-21
tt19783714,7.9,2025-02-21,2025-02-21
tt24082438,8.5,2025-02-21,2025-02-21
tt11389212,N/A,2025-02-21,2025-02-21
tt26547790,6.6,2025-02-21,2025-02-21
tt9100018,5.9,2025-02-21,2025-02-21
tt29633446,6.7,2025-02-21,2025-02-21
tt14326000,N/A,2025-02-21,2025-02-21
tt28654867,5.8,2025-02-21,2025-02-21
tt27999306,N/A,2025-02-21,2025-02-21
tt24787556,4.3,2025-02-21,2025-02-21
tt13446128,6.3,2025-02-21,2025-02-21
tt28686328,6.7,2025-02-21,2025-02-21
tt10235670,5.8,2025-02-21,2025-02-21
tt25406060,6.8,2025-02-21,2025-02-21
tt14526682,7.2,2025-02-21,2025-02-21
tt18816518,7.1,2025-02-21,2025-02-21
tt14099796,6.2,2025-02-21,2025-02-21
tt26929966,5.9,2025-02-21,2025-02-21
tt22488024,5.7,2025-02-21,2025-02-21
tt6902394,5.9,2025-02-21,2025-02-21
tt0118845,7.7,2025-02-21,2025-02-21
tt27881474,7.7,2025-02-21,2025-02-21
tt20204936,4.7,2025-02-21,2025-02-21
tt25377462,7.2,2025-02-21,2025-02-21
tt14032696,7.1,2025-02-21,2025-02-21
tt6419442,5.9,2025-02-21,2025-02-21
tt0102816,7.4,2025-02-21,2025-02-21
tt19856688,6.4,2025-02-21,2025-02-21
tt21867590,7.2,2025-02-21,2025-02-21
tt29571399,5.9,2025-02-21,2025-02-21
tt14071600,N/A,2025-02-21,2025-02-21
tt0092263,7.4,2025-02-21,2025-02-21
tt17005282,5.4,2025-02-21,2025-02-21
tt18280126,N/A,2025-02-21,2025-02-21
tt27881515,7.4,2025-02-21,2025-02-21
tt15282802,7.1,2025-02-21,2025-02-21
tt10687168,6.1,2025-02-21,2025-02-21
tt22398026,7.1,2025-02-21,2025-02-21
tt20603692,N/A,2025-02-21,2025-02-21
tt0338564,8.0,2025-02-21,2025-02-21
tt22397894,N/A,2025-02-21,2025-02-21
tt26493446,6.5,2025-02-21,2025-02-21
tt15618938,6.3,2025-02-21,2025-02-21
tt21330770,N/A,2025-02-21,2025-02-21
tt20603604,N/A,2025-02-21,2025-02-21
tt0369060,7.2,2025-02-21,2025-02-21
tt0168496,6.7,2025-02-21,2025-02-21
tt0374339,6.8,2025-02-21,2025-02-21
tt0084807,7.6,2025-02-21,2025-02-21
tt28818363,4.8,2025-02-21,2025-02-21
tt29602209,N/A,2025-02-21,2025-02-21
tt29244335,N/A,2025-02-21,2025-02-21
tt27903398,N/A,2025-02-21,2025-02-21
tt4873118,7.5,2025-02-21,2025-02-21
tt10638522,7.1,2025-02-21,2025-02-21
tt19770238,7.6,2025-02-21,2025-02-21
tt0085933,7.2,2025-02-21,2025-02-21
tt7322224,7.3,2025-02-21,2025-02-21
tt19623240,2.9,2025-02-21,2025-02-21
tt0091530,7.4,2025-02-21,2025-02-21
tt9179096,7.2,2025-02-21,2025-02-21
tt0104237,6.7,2025-02-21,2025-02-21
tt19652910,6.7,2025-02-21,2025-02-21
tt1680045,6.1,2025-02-21,2025-02-21
tt7326608,5.4,2025-02-21,2025-02-21
tt1571222,6.4,2025-02-21,2025-02-21
tt0103939,7.5,2025-02-21,2025-02-21
tt0280778,7.0,2025-02-21,2025-02-21
tt0150915,7.3,2025-02-21,2025-02-21
tt0335119,6.9,2025-02-21,2025-02-21
tt0249462,7.7,2025-02-21,2025-02-21
tt8649344,7.0,2025-02-21,2025-02-21
tt0085328,5.4,2025-02-21,2025-02-21
tt0057012,8.3,2025-02-21,2025-02-21
tt1630029,7.5,2025-02-21,2025-02-21
tt9603212,7.7,2025-02-21,2025-02-21
tt6718170,7.0,2025-02-21,2025-02-21
tt10366206,7.6,2025-02-21,2025-02-21
tt15398776,8.3,2025-02-21,2025-02-21
tt1517268,6.8,2025-02-21,2025-02-21
tt5090568,6.0,2025-02-21,2025-02-21
tt6443346,6.2,2025-02-21,2025-02-21
tt0439572,6.6,2025-02-21,2025-02-21
tt12593682,7.3,2025-02-21,2025-02-21
tt9362722,8.5,2025-02-21,2025-02-21
tt2906216,7.2,2025-02-21,2025-02-21
tt6710474,7.8,2025-02-21,2025-02-21
tt10545296,6.7,2025-02-21,2025-02-21
tt17024450,6.8,2025-02-21,2025-02-21
tt4495098,7.1,2025-02-21,2025-02-21
tt10160976,5.6,2025-02-21,2025-02-21
tt8760708,6.3,2025-02-21,2025-02-21
tt7985704,6.3,2025-02-21,2025-02-21
tt11858890,6.7,2025-02-21,2025-02-21
tt9362930,5.9,2025-02-21,2025-02-21
tt10151854,5.9,2025-02-21,2025-02-21
tt5884796,6.5,2025-02-21,2025-02-21
tt3291150,4.8,2025-02-21,2025-02-21
tt22687790,6.5,2025-02-21,2025-02-21
tt21807222,6.6,2025-02-21,2025-02-21
tt15474916,6.5,2025-02-21,2025-02-21
tt13405778,5.5,2025-02-21,2025-02-21
tt5537002,7.6,2025-02-21,2025-02-21
tt23736044,7.8,2025-02-21,2025-02-21
tt14109724,6.1,2025-02-21,2025-02-21
tt9764362,7.2,2025-02-21,2025-02-21
tt4589218,5.4,2025-02-21,2025-02-21
tt1695843,6.0,2025-02-21,2025-02-21
tt13375076,6.1,2025-02-21,2025-02-21
tt7405458,7.5,2025-02-21,2025-02-21
tt13833688,7.6,2025-02-21,2025-02-21
tt10279472,3.7,2025-02-21,2025-02-21
tt6906292,5.3,2025-02-21,2025-02-21
tt7599146,7.6,2025-02-21,2025-02-21
tt15744298,5.5,2025-02-21,2025-02-21
tt15671028,6.4,2025-02-21,2025-02-21
tt10640346,7.1,2025-02-21,2025-02-21
tt5761544,6.1,2025-02-21,2025-02-21
tt7693316,6.6,2025-02-21,2025-02-21
tt12261776,5.4,2025-02-21,2025-02-21
tt3427252,5.9,2025-02-21,2025-02-21
tt8589698,7.2,2025-02-21,2025-02-21
tt13238346,7.8,2025-02-21,2025-02-21
tt5726616,7.8,2025-02-21,2025-02-21
tt11358390,6.4,2025-02-21,2025-02-21
tt0468569,9.0,2025-02-21,2025-02-21
tt12003946,6.7,2025-02-21,2025-02-21
tt14668630,6.1,2025-02-21,2025-02-21
tt10855768,7.1,2025-02-21,2025-02-21
tt10304142,6.1,2025-02-21,2025-02-21
tt27155038,5.7,2025-02-21,2025-02-21
tt15799866,5.3,2025-02-21,2025-02-21
tt10633456,7.4,2025-02-21,2025-02-21
tt14230388,6.5,2025-02-21,2025-02-21
tt10028196,5.6,2025-02-21,2025-02-21
tt1448754,6.2,2025-02-21,2025-02-21
tt10665342,5.0,2025-02-21,2025-02-21
tt10168670,6.8,2025-02-21,2025-02-21
tt12193804,6.6,2025-02-21,2025-02-21
tt9731598,6.4,2025-02-21,2025-02-21
tt15153532,6.3,2025-02-21,2025-02-21
tt13640696,6.5,2025-02-21,2025-02-21
tt15679400,6.1,2025-02-21,2025-02-21
tt3758542,6.4,2025-02-21,2025-02-21
tt9686790,5.5,2025-02-21,2025-02-21
tt8080204,5.5,2025-02-21,2025-02-21
tt11813216,7.7,2025-02-21,2025-02-21
tt10767052,6.5,2025-02-21,2025-02-21
tt21942866,6.9,2025-02-21,2025-02-21
tt14209916,5.9,2025-02-21,2025-02-21
tt10275534,6.6,2025-02-21,2025-02-21
tt9288740,4.0,2025-02-21,2025-02-21
tt14097206,6.8,2025-02-21,2025-02-21
tt7720142,4.7,2025-02-21,2025-02-21
tt14013772,4.2,2025-02-21,2025-02-21
tt14208870,7.5,2025-02-21,2025-02-21
tt3463938,4.1,2025-02-21,2025-02-21
tt13521006,6.7,2025-02-21,2025-02-21
tt15268244,6.4,2025-02-21,2025-02-21
tt4896168,5.1,2025-02-21,2025-02-21
tt11198810,7.3,2025-02-21,2025-02-21
tt13651794,6.8,2025-02-21,2025-02-21
tt14458442,6.5,2025-02-21,2025-02-21
tt8373206,5.7,2025-02-21,2025-02-21
tt21376908,7.3,2025-02-21,2025-02-21
tt8002382,5.9,2025-02-21,2025-02-21
tt15683734,5.2,2025-02-21,2025-02-21
tt13130024,5.2,2025-02-21,2025-02-21
tt1736633,7.6,2025-02-21,2025-02-21
tt21991654,5.5,2025-02-21,2025-02-21
tt1441912,7.3,2025-02-21,2025-02-21
tt14454876,5.9,2025-02-21,2025-02-21
tt14147224,4.6,2025-02-21,2025-02-21
tt8270664,4.0,2025-02-21,2025-02-21
tt11773810,5.1,2025-02-21,2025-02-21
tt21374850,7.5,2025-02-21,2025-02-21
tt27619382,5.2,2025-02-21,2025-02-21
tt8129806,7.1,2025-02-21,2025-02-21
tt22394702,3.4,2025-02-21,2025-02-21
tt14402146,6.7,2025-02-21,2025-02-21
tt0438315,7.2,2025-02-21,2025-02-21
tt26450742,4.2,2025-02-21,2025-02-21
tt0387564,7.6,2025-02-21,2025-02-21
tt9013340,4.7,2025-02-21,2025-02-21
tt15422224,4.6,2025-02-21,2025-02-21
tt13660266,7.7,2025-02-21,2025-02-21
tt14849038,3.7,2025-02-21,2025-02-21
tt11893676,5.3,2025-02-21,2025-02-21
tt1951264,7.5,2025-02-21,2025-02-21
tt0468489,7.1,2025-02-21,2025-02-21
tt0099348,8.0,2025-02-21,2025-02-21
tt0280707,7.2,2025-02-21,2025-02-21
tt0765120,6.6,2025-02-21,2025-02-21
tt1659337,7.9,2025-02-21,2025-02-21
tt1392170,7.2,2025-02-21,2025-02-21
tt0102685,7.3,2025-02-21,2025-02-21
tt0119349,7.3,2025-02-21,2025-02-21
tt2911666,7.4,2025-02-21,2025-02-21
tt0276751,7.1,2025-02-21,2025-02-21
tt7461272,6.5,2025-02-21,2025-02-21
tt5629084,7.6,2025-02-21,2025-02-21
tt9317274,N/A,2025-02-21,2025-02-21
tt0114787,8.0,2025-02-21,2025-02-21
tt17164334,N/A,2025-02-21,2025-02-21
tt9572006,4.8,2025-02-21,2025-02-21
tt17538510,6.4,2025-02-21,2025-02-21
tt15815090,5.8,2025-02-21,2025-02-21
tt0318462,7.7,2025-02-21,2025-02-21
tt4741504,4.7,2025-02-21,2025-02-21
tt8613070,8.1,2025-02-21,2025-02-21
tt17009348,6.8,2025-02-21,2025-02-21
tt0211915,8.3,2025-02-21,2025-02-21
tt0256103,6.0,2025-02-21,2025-02-21
tt13880104,7.4,2025-02-21,2025-02-21
tt12264966,6.5,2025-02-21,2025-02-21
tt17277414,6.7,2025-02-21,2025-02-21
tt17505492,5.7,2025-02-21,2025-02-21
tt19815386,6.5,2025-02-21,2025-02-21
tt1550312,7.3,2025-02-21,2025-02-21
tt10457128,6.9,2025-02-21,2025-02-21
tt13639204,6.1,2025-02-21,2025-02-21
tt13204490,7.4,2025-02-21,2025-02-21
tt13217988,6.6,2025-02-21,2025-02-21
tt13531468,7.1,2025-02-21,2025-02-21
tt16987062,6.6,2025-02-21,2025-02-21
tt16606592,6.7,2025-02-21,2025-02-21
tt13482828,7.0,2025-02-21,2025-02-21
tt5639354,7.2,2025-02-21,2025-02-21
tt13729232,6.6,2025-02-21,2025-02-21
tt16953666,7.0,2025-02-21,2025-02-21
tt19891500,6.3,2025-02-21,2025-02-21
tt7374926,6.3,2025-02-21,2025-02-21
tt15385664,N/A,2025-02-21,2025-02-21
tt26448811,6.8,2025-02-21,2025-02-21
tt19719862,6.8,2025-02-21,2025-02-21
tt13361648,5.9,2025-02-21,2025-02-21
tt15376894,6.8,2025-02-21,2025-02-21
tt10290244,7.1,2025-02-21,2025-02-21
tt14335980,5.9,2025-02-21,2025-02-21
tt23741324,6.9,2025-02-21,2025-02-21
tt18550140,7.3,2025-02-21,2025-02-21
tt15152316,4.7,2025-02-21,2025-02-21
tt14534796,6.4,2025-02-21,2025-02-21
tt9320184,7.1,2025-02-21,2025-02-21
tt18317064,7.1,2025-02-21,2025-02-21
tt21382354,N/A,2025-02-21,2025-02-21
tt15403712,6.8,2025-02-21,2025-02-21
tt17009856,6.8,2025-02-21,2025-02-21
tt14590650,N/A,2025-02-21,2025-02-21
tt19719836,7.0,2025-02-21,2025-02-21
tt16252698,6.6,2025-02-21,2025-02-21
tt14275050,6.7,2025-02-21,2025-02-21
tt2278871,7.7,2025-02-21,2025-02-21
tt15006566,7.5,2025-02-21,2025-02-21
tt12847680,5.9,2025-02-21,2025-02-21
tt26255358,7.0,2025-02-21,2025-02-21
tt14313434,6.7,2025-02-21,2025-02-21
tt14976386,6.6,2025-02-21,2025-02-21
tt6993614,5.7,2025-02-21,2025-02-21
tt13729364,6.6,2025-02-21,2025-02-21
tt19758084,N/A,2025-02-21,2025-02-21
tt12819094,5.7,2025-02-21,2025-02-21
tt13391708,6.7,2025-02-21,2025-02-21
tt17014214,6.6,2025-02-21,2025-02-21
tt13389730,6.8,2025-02-21,2025-02-21
tt0064040,8.1,2025-02-21,2025-02-21
tt0039822,7.6,2025-02-21,2025-02-21
tt0061473,6.9,2025-02-21,2025-02-21
tt0052893,7.8,2025-02-21,2025-02-21
tt0073166,6.1,2025-02-21,2025-02-21
tt0054426,6.9,2025-02-21,2025-02-21
tt17014214,6.6,2025-02-21,2025-02-21
tt14860210,5.9,2025-02-21,2025-02-21
tt0053198,8.0,2025-02-21,2025-02-21
tt21230074,7.2,2025-02-21,2025-02-21
tt18072540,5.2,2025-02-21,2025-02-21
tt21199996,4.4,2025-02-21,2025-02-21
tt20215670,5.9,2025-02-21,2025-02-21
tt11930126,7.0,2025-02-21,2025-02-21
tt21909682,7.1,2025-02-21,2025-02-21
tt11777920,5.2,2025-02-21,2025-02-21
tt7710588,6.8,2025-02-21,2025-02-21
tt12748562,5.6,2025-02-21,2025-02-21
tt13055264,6.2,2025-02-21,2025-02-21
tt0230600,7.6,2025-02-21,2025-02-21
tt13968380,5.3,2025-02-21,2025-02-21
tt15850538,N/A,2025-02-21,2025-02-21
tt15128358,6.9,2025-02-21,2025-02-21
tt6277462,5.6,2025-02-21,2025-02-21
tt7466810,8.7,2025-02-21,2025-02-21
tt15386680,7.7,2025-02-21,2025-02-21
tt9681686,7.4,2025-02-21,2025-02-21
tt16915972,6.7,2025-02-21,2025-02-21
tt21154728,N/A,2025-02-21,2025-02-21
tt19623228,7.1,2025-02-21,2025-02-21
tt0093342,8.1,2025-02-21,2025-02-21
tt0111845,7.7,2025-02-21,2025-02-21
tt0105888,7.9,2025-02-21,2025-02-21
tt21378744,7.1,2025-02-21,2025-02-21
tt13920920,6.5,2025-02-21,2025-02-21
tt20205236,7.3,2025-02-21,2025-02-21
tt8269552,7.0,2025-02-21,2025-02-21
tt19653180,7.9,2025-02-21,2025-02-21
tt13419036,7.6,2025-02-21,2025-02-21
tt10514056,6.8,2025-02-21,2025-02-21
tt20199286,6.9,2025-02-21,2025-02-21
tt1255953,8.3,2025-02-21,2025-02-21
tt11790268,7.4,2025-02-21,2025-02-21
tt14036276,4.3,2025-02-21,2025-02-21
tt0278731,6.7,2025-02-21,2025-02-21
tt6443330,7.1,2025-02-21,2025-02-21
tt15242330,8.1,2025-02-21,2025-02-21
tt11535228,6.8,2025-02-21,2025-02-21
tt21800888,7.0,2025-02-21,2025-02-21
tt13056052,7.1,2025-02-21,2025-02-21
tt6931658,6.7,2025-02-21,2025-02-21
tt16428256,7.6,2025-02-21,2025-02-21
tt26862791,N/A,2025-02-21,2025-02-21
tt21223380,6.8,2025-02-21,2025-02-21
tt22868842,6.9,2025-02-21,2025-02-21
tt15737898,7.9,2025-02-21,2025-02-21
tt0094625,8.0,2025-02-21,2025-02-21
tt27348312,7.2,2025-02-21,2025-02-21
tt2458948,8.0,2025-02-21,2025-02-21
tt9881586,9.0,2025-02-21,2025-02-21
tt28036417,7.7,2025-02-21,2025-02-21
tt14379088,6.1,2025-02-21,2025-02-21
tt22474136,6.2,2025-02-21,2025-02-21
tt27554389,6.3,2025-02-21,2025-02-21
tt16418362,7.0,2025-02-21,2025-02-21
tt19413836,N/A,2025-02-21,2025-02-21
tt26674627,5.7,2025-02-21,2025-02-21
tt15450826,6.9,2025-02-21,2025-02-21
tt27190932,7.6,2025-02-21,2025-02-21
tt15439344,7.0,2025-02-21,2025-02-21
tt6578572,7.6,2025-02-21,2025-02-21
tt0768120,7.8,2025-02-21,2025-02-21
tt19869122,6.9,2025-02-21,2025-02-21
tt27881314,6.6,2025-02-21,2025-02-21
tt27626792,N/A,2025-02-21,2025-02-21
tt0074102,6.6,2025-02-21,2025-02-21
tt25582396,6.0,2025-02-21,2025-02-21
tt23644572,4.6,2025-02-21,2025-02-21
tt20860298,N/A,2025-02-21,2025-02-21
tt21652624,5.9,2025-02-21,2025-02-21
tt21105546,N/A,2025-02-21,2025-02-21
tt22006138,7.1,2025-02-21,2025-02-21
tt27930733,N/A,2025-02-21,2025-02-21
tt22777600,6.7,2025-02-21,2025-02-21
tt18395238,6.6,2025-02-21,2025-02-21
tt11923304,6.5,2025-02-21,2025-02-21
tt22037646,N/A,2025-02-21,2025-02-21
tt20251822,6.9,2025-02-21,2025-02-21
tt1259521,7.0,2025-02-21,2025-02-21
tt0113824,7.8,2025-02-21,2025-02-21
tt24670176,5.7,2025-02-21,2025-02-21
tt1301178,6.9,2025-02-21,2025-02-21
tt28635008,N/A,2025-02-21,2025-02-21
tt28347814,7.7,2025-02-21,2025-02-21
tt17309864,N/A,2025-02-21,2025-02-21
tt28444512,N/A,2025-02-21,2025-02-21
tt11179000,N/A,2025-02-21,2025-02-21
tt25399466,N/A,2025-02-21,2025-02-21
tt27510170,N/A,2025-02-21,2025-02-21
tt0113725,7.5,2025-02-21,2025-02-21
tt14141970,8.3,2025-02-21,2025-02-21
tt22651844,N/A,2025-02-21,2025-02-21
tt21647658,N/A,2025-02-21,2025-02-21
tt21819780,7.2,2025-02-21,2025-02-21
tt0408664,8.0,2025-02-21,2025-02-21
tt24161580,N/A,2025-02-21,2025-02-21
tt21216020,N/A,2025-02-21,2025-02-21
tt22648994,N/A,2025-02-21,2025-02-21
tt13369122,6.4,2025-02-21,2025-02-21
tt28259022,N/A,2025-02-21,2025-02-21
tt28756694,N/A,2025-02-21,2025-02-21
tt21434474,5.7,2025-02-21,2025-02-21
tt1087578,7.9,2025-02-21,2025-02-21
tt0089206,7.0,2025-02-21,2025-02-21
tt22062330,N/A,2025-02-21,2025-02-21
tt19845444,N/A,2025-02-21,2025-02-21
tt28490873,8.1,2025-02-21,2025-02-21
tt23322952,7.0,2025-02-21,2025-02-21
tt0100991,6.1,2025-02-21,2025-02-21
tt2271315,6.7,2025-02-21,2025-02-21
tt31407003,N/A,2025-02-21,2025-02-21
tt28489497,N/A,2025-02-21,2025-02-21
tt26689671,N/A,2025-02-21,2025-02-21
tt21944604,6.4,2025-02-21,2025-02-21
tt14190918,N/A,2025-02-21,2025-02-21
tt27745148,N/A,2025-02-21,2025-02-21
tt26930646,N/A,2025-02-21,2025-02-21
tt27510455,6.5,2025-02-21,2025-02-21
tt1160629,7.4,2025-02-21,2025-02-21
tt0347149,8.2,2025-02-21,2025-02-21
tt22046186,5.9,2025-02-21,2025-02-21
tt15165236,7.4,2025-02-21,2025-02-21
tt15625968,N/A,2025-02-21,2025-02-21
tt1606180,7.0,2025-02-21,2025-02-21
tt0127310,7.3,2025-02-21,2025-02-21
tt2412556,6.6,2025-02-21,2025-02-21
tt14246570,N/A,2025-02-21,2025-02-21
tt13409496,5.6,2025-02-21,2025-02-21
tt0093502,7.3,2025-02-21,2025-02-21
tt22467872,N/A,2025-02-21,2025-02-21
tt0133089,7.2,2025-02-21,2025-02-21
tt30750832,N/A,2025-02-21,2025-02-21
tt0104874,7.4,2025-02-21,2025-02-21
tt0330904,6.8,2025-02-21,2025-02-21
tt0095597,6.7,2025-02-21,2025-02-21
tt0119698,8.3,2025-02-21,2025-02-21
tt0876563,7.6,2025-02-21,2025-02-21
tt22437974,6.4,2025-02-21,2025-02-21
tt0098972,6.5,2025-02-21,2025-02-21
tt0106651,6.9,2025-02-21,2025-02-21
tt1842532,6.8,2025-02-21,2025-02-21
